Date,ISO3,Country,BCI,Manufacturing: Confidence Index,Manufacturing: New Orders Index,Construction: Confidence Index,Construction: New Orders Index,Retail: Confidence Index,Retail: New Orders Index,Services: Confidence Index,Services: Activity Index,CCI,Consumer: Confidence Index,Consumer: Future Confidence Index,Consumer: Price Confidence Index,GDP,CPI,Unemployment,M3 Money Supply,Base Yield
01/07/2013,EA19,Euro area (19 countries),99.4,-8.3,-23.5,-26.8,-35.8,-13.3,-13.8,-4.2,-7.6,97.97,-17.7,-21.7,20.5,-0.36,1.6,12,92.83,0.09
01/08/2013,EA19,Euro area (19 countries),99.73,-5.4,-18,-25.6,-34.1,-10,-12.3,-1.8,-4.4,98.32,-16.3,-16.3,22.2,-0.36,1.3,12,92.99,0.08
01/09/2013,EA19,Euro area (19 countries),99.98,-4.6,-18.6,-23.6,-32.7,-7.2,-10.6,0.2,-2.8,98.62,-14.4,-13.6,19.6,0.04,1.1,12.1,93.02,0.08
01/10/2013,EA19,Euro area (19 countries),100.15,-3.8,-17.3,-24.1,-33,-8.2,-12.2,0.2,-2.2,98.78,-15,-13.4,21.5,0.04,0.7,12,92.9,0.09
01/11/2013,EA19,Euro area (19 countries),100.27,-3.2,-15.6,-25.7,-33.9,-8.2,-11.8,2.2,-1,98.92,-14.3,-14.3,17,0.04,0.9,12,93.1,0.1
01/12/2013,EA19,Euro area (19 countries),100.34,-3,-15.6,-24.9,-33.2,-4.9,-10.7,2.4,-0.5,99.08,-13.8,-11.6,19.5,0.77,0.8,11.9,93.06,0.17
01/01/2014,EA19,Euro area (19 countries),100.4,-2.6,-14.2,-25,-34.6,-4.4,-8.7,3.8,0,99.27,-12.9,-9.9,20.9,0.77,0.8,12,92.9,0.2
01/02/2014,EA19,Euro area (19 countries),100.45,-2.3,-13.7,-24.8,-33.7,-2.9,-8.6,3.5,-0.2,99.46,-12.5,-10.6,18.4,0.77,0.7,12,92.98,0.16
01/03/2014,EA19,Euro area (19 countries),100.46,-2.1,-13.1,-24.6,-35,-2.6,-7.3,5.9,3.9,99.63,-11.5,-8,17,1.53,0.5,11.9,93.1,0.19
01/04/2014,EA19,Euro area (19 countries),100.42,-2.3,-12.3,-25.9,-35.7,-2.6,-3.8,5.2,2.3,99.75,-11.5,-7.2,13.1,1.53,0.7,11.8,93.27,0.25
01/05/2014,EA19,Euro area (19 countries),100.32,-2.8,-13.7,-25.9,-36.6,-3.6,-6.4,4.8,3.5,99.81,-11.1,-7.9,13.1,1.53,0.5,11.7,93.7,0.25
01/06/2014,EA19,Euro area (19 countries),100.19,-4.2,-15.6,-27.5,-36.6,-3,-7.5,5.3,3.3,99.8,-11.1,-8.3,11.5,1.21,0.5,11.6,94.11,0.08
01/07/2014,EA19,Euro area (19 countries),100.1,-3.7,-14.7,-25.9,-37,-3.7,-8.6,5,3.6,99.7,-11.1,-7.4,12.6,1.21,0.4,11.6,94.33,0.04
01/08/2014,EA19,Euro area (19 countries),100,-4.5,-13.6,-25.7,-36,-6.1,-9.6,4.5,2.8,99.52,-12.4,-11.9,10.9,1.21,0.4,11.5,94.72,0.02
01/09/2014,EA19,Euro area (19 countries),99.93,-5.4,-15.7,-25.1,-35.3,-8.4,-10.7,4,2.1,99.4,-12.8,-14.4,7.6,1.4,0.3,11.5,95,0.01
01/10/2014,EA19,Euro area (19 countries),99.94,-5.1,-15.6,-24.3,-34.4,-7.8,-8.7,3.8,1.1,99.39,-12.3,-13.9,8.6,1.4,0.4,11.6,95.16,0
01/11/2014,EA19,Euro area (19 countries),100,-3.9,-13.5,-25,-35.6,-7,-8.5,4.1,2.9,99.48,-12.5,-13.4,8.2,1.4,0.3,11.6,95.72,-0.01
01/12/2014,EA19,Euro area (19 countries),100.06,-4.8,-14.4,-25.2,-35.5,-5.3,-5.5,5.6,3.9,99.75,-11.8,-11.6,6.7,1.47,-0.2,11.4,96.78,-0.03
01/01/2015,EA19,Euro area (19 countries),100.19,-3.8,-13.8,-24.9,-35.9,-3.6,-3.8,5.8,4.4,100.18,-10.2,-7.6,0.6,1.47,-0.6,11.3,97.72,-0.05
01/02/2015,EA19,Euro area (19 countries),100.38,-2.9,-13.3,-24.7,-34.8,-1.4,-2.3,6,5.2,100.67,-7.7,-2.4,1.6,1.47,-0.3,11.3,98.14,-0.04
01/03/2015,EA19,Euro area (19 countries),100.57,-0.9,-9.6,-23.2,-34.2,-0.3,0,7.5,6,100.98,-6.4,-0.1,4.1,1.69,-0.1,11.3,98.45,-0.05
01/04/2015,EA19,Euro area (19 countries),100.65,-1.2,-8.8,-24.1,-33.9,0.7,-2.1,8,6.6,101.01,-6.8,-1.9,5.6,1.69,0.2,11.1,99.13,-0.07
01/05/2015,EA19,Euro area (19 countries),100.65,-1.4,-9.8,-24.1,-33.4,1.2,-1.6,8.5,7.5,100.85,-7.8,-4.2,7.4,1.69,0.6,11.1,99.78,-0.11
01/06/2015,EA19,Euro area (19 countries),100.62,-1.6,-10.1,-23.2,-33,-0.4,-2.9,9.2,8.4,100.68,-8.1,-5.4,8,1.96,0.5,11,99.95,-0.12
01/07/2015,EA19,Euro area (19 countries),100.6,-1.3,-9.4,-22.3,-32.9,1.7,-3.3,9.6,9,100.56,-9.1,-8.6,8.3,1.96,0.5,10.8,100.31,-0.12
01/08/2015,EA19,Euro area (19 countries),100.58,-1.9,-8.7,-21.2,-31.9,3.5,0,11.2,10.3,100.59,-8.3,-5.6,8.1,1.96,0.4,10.7,100.65,-0.12
01/09/2015,EA19,Euro area (19 countries),100.57,-1.4,-10.1,-21,-30.9,2.9,-0.3,12.3,11.7,100.7,-8,-8.3,7.1,1.88,0.2,10.7,100.62,-0.14
01/10/2015,EA19,Euro area (19 countries),100.54,-1.8,-10.4,-19.5,-29.4,5.3,2.7,12.2,10.3,100.84,-7.8,-6.9,4.2,1.88,0.4,10.7,101.1,-0.14
01/11/2015,EA19,Euro area (19 countries),100.52,-2.3,-10.9,-17.9,-27.7,4.8,0.6,12.8,11.2,101,-7,-5.1,6.4,1.88,0.1,10.6,101.92,-0.13
01/12/2015,EA19,Euro area (19 countries),100.51,-1.6,-8.8,-17.5,-27.6,1.4,-1.3,12.5,11,101.09,-6.4,-5.1,7.9,1.99,0.3,10.5,102.22,-0.2
01/01/2016,EA19,Euro area (19 countries),100.49,-2,-8.8,-18,-27.3,2,-1.2,12.6,11.3,101.04,-6.6,-5.6,5.5,1.99,0.3,10.4,102.53,-0.24
01/02/2016,EA19,Euro area (19 countries),100.47,-2.6,-10.6,-17.2,-26.8,1.4,-2.1,11.1,8.7,100.88,-7.4,-9.5,6.7,1.99,-0.1,10.4,103,-0.24
01/03/2016,EA19,Euro area (19 countries),100.47,-1.9,-9.4,-18.3,-28,1.4,-0.7,10.5,7.2,100.69,-8.6,-11.5,5.8,1.91,0,10.3,103.29,-0.29
01/04/2016,EA19,Euro area (19 countries),100.47,-2.1,-10.4,-17.8,-28.4,0.9,-2.7,12.1,11.2,100.6,-8.3,-10.9,6.3,1.91,-0.3,10.3,103.89,-0.34
01/05/2016,EA19,Euro area (19 countries),100.46,-2.5,-10.2,-17.1,-26.8,2.2,-0.7,12.2,10.9,100.56,-8.7,-9.8,6.5,1.91,-0.1,10.2,104.55,-0.34
01/06/2016,EA19,Euro area (19 countries),100.48,-1.8,-9.8,-17,-26.1,-0.1,-0.7,11.2,10.7,100.55,-8.2,-11.1,8.2,1.68,0,10.1,104.84,-0.33
01/07/2016,EA19,Euro area (19 countries),100.49,-2,-8.5,-15.2,-24.3,0.6,-2.4,10.8,9.3,100.54,-8.7,-12,7.3,1.68,0.2,10,105.39,-0.33
01/08/2016,EA19,Euro area (19 countries),100.54,-2.6,-11.1,-13.9,-23.5,-2.1,-2.2,10.4,9,100.56,-8.6,-11.4,7.6,1.68,0.2,9.9,105.77,-0.34
01/09/2016,EA19,Euro area (19 countries),100.68,-0.7,-7.8,-13.3,-21.7,-1,-0.4,10,8.6,100.66,-8.5,-11,8,1.74,0.4,9.9,105.74,-0.34
01/10/2016,EA19,Euro area (19 countries),100.82,0,-7.9,-12.2,-20.7,-1,-1.8,12.1,10.8,100.84,-7.6,-9,7.3,1.74,0.5,9.8,105.9,-0.35
01/11/2016,EA19,Euro area (19 countries),100.95,-0.2,-8.2,-11.9,-19.3,0.7,1.2,12.3,10.7,101.02,-6.8,-6.7,9.7,1.74,0.6,9.9,106.5,-0.35
01/12/2016,EA19,Euro area (19 countries),101.13,1.4,-4.8,-10.6,-19.4,2.5,1.6,13.5,12.6,101.14,-6.3,-5.3,13.4,2.04,1.1,9.7,107.2,-0.35
01/01/2017,EA19,Euro area (19 countries),101.29,2,-4.9,-10.6,-19.1,2.2,2.7,14.3,13.1,101.15,-6.1,-5.6,17.9,2.04,1.7,9.6,107.56,-0.35
01/02/2017,EA19,Euro area (19 countries),101.44,3.2,-2,-8.2,-16.1,2.1,2.1,14.3,13.1,101.1,-7.4,-9,18.2,2.04,2,9.5,107.85,-0.35
01/03/2017,EA19,Euro area (19 countries),101.55,3.1,-1.8,-7.3,-14.2,2.6,3.3,14.4,12.2,101.15,-6.5,-6.8,19.5,2.17,1.5,9.5,108.5,-0.35
01/04/2017,EA19,Euro area (19 countries),101.66,4,0.6,-4.6,-11.5,4.2,2.7,15.1,12.7,101.25,-6,-5.9,16.9,2.17,1.9,9.3,109.22,-0.36
01/05/2017,EA19,Euro area (19 countries),101.8,4.5,0.3,-3.8,-11.5,1.2,2.7,13.5,12.3,101.37,-6,-5.5,15.6,2.17,1.4,9.2,109.53,-0.36
01/06/2017,EA19,Euro area (19 countries),101.94,5.6,3.2,-2.6,-10.6,3.3,2.7,13.7,12.8,101.52,-5,-2.4,16.1,2.73,1.3,9.1,109.78,-0.36
01/07/2017,EA19,Euro area (19 countries),102.07,6.4,4,-0.9,-9.7,3.8,2.9,14,13,101.64,-4.7,-1.8,14.8,2.73,1.3,9.1,110.12,-0.36
01/08/2017,EA19,Euro area (19 countries),102.2,6,2.9,-1.5,-9,0.1,0.2,15.1,13.5,101.74,-4.5,-2.2,15,2.73,1.5,9,110.55,-0.36
01/09/2017,EA19,Euro area (19 countries),102.39,7.8,5.5,0,-7.4,1.7,3.7,15.4,13.7,101.84,-4.4,-1,17,3.04,1.6,8.9,110.88,-0.36
01/10/2017,EA19,Euro area (19 countries),102.57,8.9,7.8,0.9,-5.6,3.9,5.1,16.3,14.1,101.99,-3.6,1.3,17.2,3.04,1.4,8.8,111.05,-0.36
01/11/2017,EA19,Euro area (19 countries),102.68,9.1,8.6,2.4,-3.5,3.3,6.4,16.5,14,102.13,-3.2,2.3,18.9,3.04,1.5,8.7,111.47,-0.35
01/12/2017,EA19,Euro area (19 countries),102.73,9.6,9.1,3.8,-3,5.2,6,18,15.5,102.22,-2.5,3.2,18.1,3.09,1.3,8.7,111.88,-0.34
01/01/2018,EA19,Euro area (19 countries),102.69,9.8,9.7,4.8,-2.2,5,7.4,17.5,16,102.18,-2.8,3.8,24.1,3.09,1.3,8.7,111.94,-0.36
01/02/2018,EA19,Euro area (19 countries),102.55,8.5,8.6,4.6,-1.7,4.4,5.9,17.5,15.3,102.04,-3.5,1.7,22,3.09,1.1,8.6,111.9,-0.36
01/03/2018,EA19,Euro area (19 countries),102.41,7,7.2,5.7,-1.2,1.3,5.1,16.8,14.1,101.88,-4.2,-0.2,19.9,2.39,1.4,8.5,112.2,-0.36
01/04/2018,EA19,Euro area (19 countries),102.32,7.9,6.4,5.3,-1.3,-0.2,4.4,15.9,13.2,101.74,-4.2,-1.9,19.2,2.39,1.2,8.4,112.78,-0.37
01/05/2018,EA19,Euro area (19 countries),102.23,6.6,7.7,6.7,0.5,0.8,5.7,14,11.8,101.6,-5.4,-5.1,20.4,2.39,2,8.3,113.43,-0.36
01/06/2018,EA19,Euro area (19 countries),102.14,7,6.9,4.9,0.1,0.1,3.2,13.7,12.2,101.53,-5.1,-5.8,21.5,2.14,2,8.2,114.28,-0.36
01/07/2018,EA19,Euro area (19 countries),102.01,5.4,5.3,6.4,1.5,0.2,2.1,13.9,11.1,101.49,-5.2,-6.2,21.5,2.14,2.2,8.1,114.71,-0.36
01/08/2018,EA19,Euro area (19 countries),101.92,4.9,3.3,7.5,2.2,0.8,3.3,14,10.3,101.44,-5.4,-5.9,21.6,2.14,2.1,8,114.71,-0.36
01/09/2018,EA19,Euro area (19 countries),101.87,5.4,5.3,8.8,4.4,1.9,3.3,14.5,11.1,101.37,-6.2,-7.4,23.4,1.36,2.1,8,114.84,-0.36
01/10/2018,EA19,Euro area (19 countries),101.78,4.3,1.3,8.9,4.2,-1,2.5,13.8,10,101.33,-5.4,-6.8,24.1,1.36,2.3,8,115.13,-0.37
01/11/2018,EA19,Euro area (19 countries),101.64,4.5,2.2,9.9,4.5,-0.1,3.1,14.3,10.2,101.22,-6,-8.9,25,1.36,1.9,8,115.73,-0.36
01/12/2018,EA19,Euro area (19 countries),101.4,2.6,-0.7,8,5,0.6,1.4,13.4,8.6,101.1,-7.4,-12.2,22.6,1.19,1.5,7.9,116.38,-0.36
01/01/2019,EA19,Euro area (19 countries),101.1,0.7,-2,9,4.4,-0.9,0.4,12.8,7.4,101.1,-6.6,-11.2,19.9,1.19,1.4,7.9,116.55,-0.37
01/02/2019,EA19,Euro area (19 countries),100.83,-0.2,-2.9,8.4,4.6,-0.1,0.4,13.1,8.1,101.14,-6.5,-11.7,22.8,1.19,1.5,7.8,116.67,-0.37
01/03/2019,EA19,Euro area (19 countries),100.57,-1.4,-4.3,8.8,5.1,1.3,3.2,13,8.5,101.16,-6.1,-10.2,21.1,1.83,1.4,7.7,117.47,-0.37
01/04/2019,EA19,Euro area (19 countries),100.32,-4,-6.3,7.7,6,-0.5,4.6,12.9,7.4,101.14,-6.9,-13.1,19,1.83,1.7,7.7,118.43,-0.37
01/05/2019,EA19,Euro area (19 countries),100.14,-2.6,-7,6,5.8,-0.9,0.1,11.4,6.9,101.12,-6.4,-12.2,23.3,1.83,1.2,7.7,119.16,-0.37
01/06/2019,EA19,Euro area (19 countries),99.9,-5.3,-10.2,7.6,4.9,-0.4,-2.8,9.6,6.3,101.1,-6.9,-13.1,22.2,1.61,1.3,7.5,119.86,-0.36
01/07/2019,EA19,Euro area (19 countries),99.68,-7.2,-14.2,6.3,3.8,-0.7,0.5,8.4,5.1,101.08,-6.4,-11.8,20.4,1.61,1,7.5,120.43,-0.37
01/08/2019,EA19,Euro area (19 countries),99.58,-5.6,-12.2,5.4,3,-0.7,-2.6,8.1,4.5,101.04,-7.2,-15.4,20.7,1.61,1,7.5,121.24,-0.36
01/09/2019,EA19,Euro area (19 countries),99.46,-7.9,-16.1,4.9,2.9,-0.2,1,9,5.4,101.04,-6.7,-13.8,19.4,1.81,0.8,7.5,121.64,-0.4
01/10/2019,EA19,Euro area (19 countries),99.45,-8,-16.5,5.5,3.2,-1.2,1.3,9.3,4.4,101.05,-7.3,-14.2,20.8,1.81,0.7,7.5,121.74,-0.46
01/11/2019,EA19,Euro area (19 countries),99.55,-7.3,-15.7,5.1,3.3,0.1,2.2,10.3,5.6,101.09,-6.6,-12.7,19.8,1.81,1,7.5,122.49,-0.45
01/12/2019,EA19,Euro area (19 countries),99.7,-7.8,-17.2,6.6,4.4,2,2.4,14.1,8.7,101.06,-7.7,-15.3,21.2,1.17,1.3,7.5,122.77,-0.46
01/01/2020,EA19,Euro area (19 countries),99.71,-5.1,-15.6,6,3.6,1.3,0.9,14.1,9.4,100.9,-7.2,-15.3,22.4,1.17,1.4,7.5,122.59,-0.45
01/02/2020,EA19,Euro area (19 countries),99.11,-4.5,-12.7,6,2.7,0.8,4.2,13.2,8.4,100.28,-6.1,-12.5,23.4,1.17,1.2,7.4,123.09,-0.45
01/03/2020,EA19,Euro area (19 countries),97.61,-11.1,-15.5,0.1,-1.9,-9.8,-9.9,-3,-2.6,98.94,-12.3,-31.7,24.8,-2.85,0.7,7.2,125.19,-0.45
01/04/2020,EA19,Euro area (19 countries),95.85,-37.1,-43.1,-20.6,-19.4,-35.7,-51.4,-46.6,-42.6,97.58,-24.8,-59.3,30.6,-2.85,0.3,7.4,127.64,-0.45
01/05/2020,EA19,Euro area (19 countries),95.58,-29.5,-52.6,-18.6,-22.5,-34.6,-35.4,-52.2,-62.9,97.47,-20.5,-45.3,30.1,-2.85,0.1,7.6,129.47,-0.46
01/06/2020,EA19,Euro area (19 countries),96.43,-21.6,-51.1,-11.7,-19.8,-20.7,-13.1,-40.8,-57.3,98.12,-14.5,-28.7,21.4,-14.24,0.3,8.1,130.86,-0.46
01/07/2020,EA19,Euro area (19 countries),97.6,-15.1,-44.2,-10.7,-18.2,-14.3,-7,-28.4,-44.5,98.66,-14.5,-27.7,15.3,-14.24,0.4,8.4,131.69,-0.46
01/08/2020,EA19,Euro area (19 countries),98.59,-10.7,-35.1,-10.2,-15.8,-9.2,-6.9,-14.8,-25.2,98.95,-14.2,-27.3,14.7,-14.24,-0.2,8.6,132.22,-0.47
01/09/2020,EA19,Euro area (19 countries),99.25,-8.4,-31.4,-7.2,-14.1,-5.6,-5.6,-6.1,-12.2,99.03,-12.8,-22,10.1,-3.85,-0.3,8.6,132.73,-0.47
01/10/2020,EA19,Euro area (19 countries),99.64,-5.7,-24.3,-5.9,-13.2,-3.9,-3.3,-6.4,-11.6,98.87,-14.6,-27.6,12,-3.85,-0.3,8.4,133.69,-0.47
01/11/2020,EA19,Euro area (19 countries),99.86,-6.7,-20.9,-5.9,-12.9,-10.3,-18.2,-11.3,-13.6,98.78,-16.7,-33,15.5,-3.85,-0.3,8.2,134.79,-0.47
01/12/2020,EA19,Euro area (19 countries),100.16,-3.2,-16.1,-5.2,-11.5,-9.2,-10,-8.5,-16.2,98.99,-12.1,-21.8,15.1,-4.11,-0.3,8.2,135.93,-0.47
01/01/2021,EA19,Euro area (19 countries),100.51,-2.6,-14.1,-4.1,-9.7,-15.5,-17,-8.6,-16.6,99.16,-13.8,-25.3,16.8,-4.11,0.9,8.2,136.86,-0.48
01/02/2021,EA19,Euro area (19 countries),100.99,0.2,-12.5,-3.6,-7.4,-16.1,-17.3,-8.6,-15.4,99.47,-13,-22.8,17.9,-4.11,0.9,8.2,137.47,-0.48
01/03/2021,EA19,Euro area (19 countries),101.56,3.6,-7.1,0.1,-4.3,-10.7,-8,-4.1,-11.8,99.98,-9.8,-15.3,20.8,-0.84,1.3,8.2,138.14,-0.48
01/04/2021,EA19,Euro area (19 countries),102.14,6.8,-0.9,2.1,-2.6,-7.1,-4.9,-1.9,-9.7,100.58,-10,-15.7,22.2,-0.84,1.6,8.2,138.98,-0.48
01/05/2021,EA19,Euro area (19 countries),102.65,8.8,4.5,3.6,-0.7,-3.5,0.2,4.7,-4.1,101.33,-5.6,-2.4,26,-0.84,2,8.1,139.89,-0.48
01/06/2021,EA19,Euro area (19 countries),103.09,11.3,9.2,5.1,0.4,4.6,7.5,13.4,9.8,101.9,-2.1,6.4,29.1,14.21,1.9,7.9,140.75,-0.48
01/07/2021,EA19,Euro area (19 countries),103.42,13.9,12,4.4,1.2,5.7,8.8,16.4,14.2,101.99,-3.8,2.4,29.7,14.21,2.2,7.7,141.86,-0.48
01/08/2021,EA19,Euro area (19 countries),103.58,13.5,10.7,5.3,2.2,6.1,9,17.2,15.8,101.88,-5.3,-1.6,30.2,14.21,3,7.5,142.76,-0.48
01/09/2021,EA19,Euro area (19 countries),103.66,14.1,11.3,8.4,3.4,3.8,7.9,17.6,15.3,101.75,-3.6,2.5,31.3,3.94,3.4,7.3,143.07,-0.49
01/10/2021,EA19,Euro area (19 countries),103.69,14.5,12.1,9,5.9,3.9,9,20.6,17.7,101.43,-5.2,0.3,39.9,3.94,4.1,7.3,143.88,-0.49
01/11/2021,EA19,Euro area (19 countries),103.69,14,14.1,9.8,6.9,4.6,7.8,19.7,15.9,100.97,-8.1,-7.4,39.4,3.94,4.9,7.1,144.97,-0.49
01/12/2021,EA19,Euro area (19 countries),103.66,14.4,14.1,10.4,8.5,2.5,4.5,13.3,9.5,100.56,-9.2,-11.2,35.1,4.77,5,7,145.79,-0.49
01/01/2022,EA19,Euro area (19 countries),103.52,13.5,13.7,9.3,7.9,3.5,4,10.9,6.2,100.07,-9.6,-13.7,38,4.77,5.1,6.9,146.1,-0.58
01/02/2022,EA19,Euro area (19 countries),103.24,13.9,14.4,10.2,8.1,4.8,5.7,14.2,7.6,99.18,-9.4,-9.7,37.5,4.77,5.9,6.8,146.25,-0.58
01/03/2022,EA19,Euro area (19 countries),102.76,8.3,13.7,8.7,7.2,-3.4,0.1,12.7,6.3,97.78,-21.9,-44.2,64,5.51,7.4,6.8,146.9,-0.58
01/04/2022,EA19,Euro area (19 countries),102.38,7.1,12.8,6.5,4.8,-5,-3.4,12.4,4.3,96.87,-22.4,-41.5,50.6,5.51,7.4,6.7,147.93,-0.58
01/05/2022,EA19,Euro area (19 countries),102.12,5.8,7.5,6.7,3.4,-4.9,-1.9,12.4,6.8,96.39,-21.5,-39.5,45.8,5.51,8.1,6.7,148.72,-0.58
01/06/2022,EA19,Euro area (19 countries),101.91,6.8,9.4,3.1,2.2,-5.4,-4.6,12.3,8.7,95.92,-24,-42.4,42.7,4.33,8.6,6.7,149.32,-0.58
01/07/2022,EA19,Euro area (19 countries),101.56,3.3,5.2,2.9,0.2,-7,-6,8.6,4.5,95.5,-27.2,-48.4,42.5,4.33,8.9,6.6,150.28,-0.57
01/08/2022,EA19,Euro area (19 countries),101.21,1.3,0.9,4.1,-1,-6,-7.4,7.9,3.1,95.28,-25,-42.7,36.5,4.33,9.1,6.7,151.23,-0.09
01/09/2022,EA19,Euro area (19 countries),100.93,0.1,1,1.3,-2,-7.7,-10.7,5.1,0.9,95.11,-28.7,-48.8,40.6,2.34,9.9,6.7,152.08,0.25
01/10/2022,EA19,Euro area (19 countries),100.76,-0.6,0,3,-2.5,-6,-10.9,3.4,-1.6,95.34,-27.5,-44.7,36.7,2.34,10.6,6.6,152.23,0.66
01/11/2022,EA19,Euro area (19 countries),100.72,-1.3,-2.7,2.7,-2.7,-5.8,-11,4.2,-1.7,95.9,-23.8,-37.8,29.5,2.34,10.1,6.6,152.18,1.27
01/12/2022,EA19,Euro area (19 countries),100.83,-0.6,-2.3,3.6,-2.3,-2.7,-6.4,7.7,0.5,96.5,-22.1,-32.5,23.2,1.91,9.2,6.6,152.39,1.5
01/01/2023,EA19,Euro area (19 countries),101.04,1.3,-2.4,1.3,-3.4,-0.8,-7.2,10.7,3.5,97.03,-20.9,-30.1,17.7,1.91,9.2,6.6,152.39,1.9
